"Performance Detail Submission: ID","Parent Submission: Date of Submission","Parent Submission: Company/Institution Name","Parent Submission: Submission Title","Parent Submission: Disease Target","Parent Submission: Stage of Development","Parent Submission: Country of Manufacturer","Parent Submission: Region","Parent Submission: Website","Parent Submission: Regulatory Approval","Clinical Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Clinical Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Parent Submission: Type of Technology","Parent Submission: Assay Target","Parent Submission: Target Analyte(s)","Parent Submission: Technology principle","Parent Submission: Test Format","Parent Submission: Instrument requirement","Parent Submission: Level of automation","Parent Submission: Lab vs. POC","Parent Submission: Self-testing/Self-Collection","Parent Submission: Validated Sample Types","Parent Submission: Time to results excl sample prep (mins)","Parent Submission: Connectivity Solution","FIND Evaluation","Parent Submission: Impact of SARS-COV-2 Beta variant","Parent Submission: Impact of SARS-COV-2 Alpha variant","Parent Submission: Impact of SARS-COV-2 Gamma variant","Parent Submission: Impact of SARS-COV-2 Delta+ variant","Parent Submission: Impact of SARS-COV-2 Delta variant","Parent Submission: Impact of SARS-COV-2 Omicron variant","Parent Submission: S gene dropout","Parent Submission: SARS-CoV-2 variant(s)","Parent Submission: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Parent Submission: Is this a variant detection test?","Parent Submission: Revoked/Not Approved By"
"a266900000B2le2","02.02.2022","Department of Health (UK)","COVID-19 Self-Test to detect infection in asymptomatic individuals (innova/bioti","SARS-CoV-2","Regulatory Achieved","United Kingdom","Europe","https://www.gov.uk/","MHRA UK","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJf","","Devidia GmbH","Dediatest 2019-nCoV Antigen Rapid Test (Nasopharyngeal)","SARS-CoV-2","Regulatory Achieved","Germany","Europe","www.devidia.de","CE-IVD","96.50","","","99.50","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKr","","Dewei Medical Equipment Co., LTD.","Covid-19 (2019-nCoV) Antigen Rapid Test Cassette","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","0","CE-IVD","","","","97.06","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wA9","22.03.2021","DIA.PRO Diagnostic Bioprobes S.r.l.","SARS-CoV-2 Antigen","SARS-CoV-2","Regulatory Achieved","Italy","Europe","https://www.diapro.it","CE-IVD","96.00","","","98.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","5.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w6a","04.03.2021","DIALAB GmbH","DIAQUICK COVID-19 Ag Cassette","SARS-CoV-2","Regulatory Achieved","Austria","Europe","https://www.dialab.at/en/home/","CE-IVD","98.32","94.06","99.80","99.60","98.83","99.92","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKs","","DIAsource ImmunoAssays","COVID-19 Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","Belgium","Europe","www.diasource-diagnostics.com/","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AvXtN","14.12.2021","diaTROPIX","SAYTU COVID-19 Ag test","SARS-CoV-2","Regulatory Status Unknown","Senegal","Africa","","Unknown","100.00","95.00","100.00","100.00","97.40","100.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJg","","Diesse Diagnostica Senese SpA","CHORUS SARS-CoV-2 ANTIGEN","SARS-CoV-2","Regulatory Achieved","Italy","Europe","www.diesse.it","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJh","","Dixion Vertrieb medizinischer GmbH and Shenzhen Dymind Biotechnology Co., Ltd","Dixion Sars-CoV-2 Antigen Test Kit (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","Germany","Europe","www.dixion.de","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJi","","DNA Diagnostic A/S","COVID-19 Antigen Detection Kit","SARS-CoV-2","Regulatory Achieved","Denmark","Europe","https://dna-diagnostic.com/","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldp","01.02.2022","DNA Diagnostic A/S","SARS-CoV-2 Antigen Rapid Test (Nasal Swab) For Self-testing","SARS-CoV-2","Regulatory Achieved","Denmark","Europe","https://dna-diagnostic.com/","CE-IVD; Other","100.00","98.90","100.00","99.50","98.60","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldS","01.02.2022","Drägerwerk AG & Co. KGaA","Dräger Antigen Test SARS-CoV-2","SARS-CoV-2","Regulatory Achieved","United Kingdom","Europe","https://www.draeger.com/en_uk","CE-IVD","92.30","86.80","95.70","99.60","98.70","100.00","Immunoassay","Antigen","N-protein","Other","Rapid diagnostic test (strip or cassette)","No instrumentation is required","","True Point of Care","Intended for professional use only","Nasal swab","1.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldT","01.02.2022","Drägerwerk AG & Co. KGaA","Drager COVID-19 Home Test","SARS-CoV-2","Regulatory Achieved","United Kingdom","Europe","https://www.draeger.com/en_uk","CE-IVD; Other","99.70","","","96.10","","","Immunoassay","Antigen","N-protein","Other","Rapid diagnostic test (strip or cassette)","No instrumentation is required","","True Point of Care","Intended for self-testing (version available)","Nasal swab","1.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJj","","DS Bio and Nano Technology Product Tracking Verification Corp.","DS AntijenX","SARS-CoV-2","Regulatory Achieved","Turkey","Europe","www.dsbionano.com","CE-IVD","98.56","","","99.38","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w5a","03.03.2021","DxGen Corp.","Epithod SARS-CoV-2 qAg Test Kit","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.dxgenco.com","CE-IVD","96.00","86.50","98.90","100.00","96.30","100.00","Immunoassay","Antigen","N-protein","Other","Cartridge-based processing","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","3.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w5b","03.03.2021","DxGen Corp.","Epithod COVID-19 Ag Test Kit","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.dxgenco.com","CE-IVD","98.00","89.50","99.70","99.00","94.60","100.00","Immunoassay","Antigen","N-protein","Other","Cartridge-based processing","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","3.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJk","","DxGen Corp.","Epithod 616 COVID-19 Ag Test Kit","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","www.dxgenco.com","CE-IVD","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Cartridge-based processing","A proprietary/new instrument is required","Unknown","near Point of Care","Intended for professional use only","Nasal swab","3.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009ztHk","10.09.2021","Dynamiker Biotechnology(Tianjin) Co., ltd.","Dynamiker COVID-19/Influenza A+B Ag Combo Rapid Test","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://en.dynamiker.com/","CE-IVD","95.70","90.22","98.13","99.10","96.61","99.74","Immunoassay","Antigen","N-protein; Other","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","10.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009ztQw","10.09.2021","Dynamiker Biotechnology(Tianjin) Co., ltd.","Dynamiker SARS-CoV-2 Ag Rapid Test","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://en.dynamiker.com/","CE-IVD","93.28","87.29","96.55","99.00","97.46","99.61","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","10.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AdbLd","12.07.2021","Dynamiker Biotechnology(Tianjin) Co., ltd.","Dynamiker SARS-CoV-2 Ag Rapid Test (Saliva)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://en.dynamiker.com/index/index/pro_info/aid/639.html","CE-IVD","92.98","","","99.07","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","10.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w9q","16.03.2021","DYONMED SA","CORONA-Ag","SARS-CoV-2","Regulatory Achieved","Greece","Europe","https://www.dyonmedical.com","CE-IVD","95.00","86.08","98.96","100.00","88.43","100.00","Immunoassay","Antigen","S-protein S1","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Sputum; Saliva; Feces","15.00","No","No","Unknown","Unknown","","","","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wEb","16.04.2021","DYONMED SA","SieloCovidAg","SARS-CoV-2","Regulatory Achieved","Greece","Europe","https://www.dyonmedical.com","CE-IVD","95.60","93.79","98.66","100.00","97.12","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","13.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w9s","16.03.2021","DYONMED SA","FluCov2","SARS-CoV-2","Regulatory Achieved","Greece","Europe","https://www.dyonmedical.com","CE-IVD","92.25","86.55","96.07","100.00","94.56","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Automated (excluding sample preparation)","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","6.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w5H","02.03.2021","DYONMED SA","DyonCovidAg","SARS-CoV-2","Regulatory Achieved","Greece","Europe","https://www.dyonmedical.com","CE-IVD","90.91","76.43","96.86","99.02","94.66","100.00","Immunoassay","Antigen","N-protein; S-protein (type unknown); S-protein S1; S-protein RBD; S-protein S2","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKt","","DYONMED SA","CovidAg","SARS-CoV-2","Regulatory Achieved","Greece","Europe","dyonmedical.com/en/home/","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B4RiS","06.03.2022","Easydiagnosis","COVID-19(SARS-CoV-2)Antigen Test Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD; MHRA UK; Germany BfArM","96.13","92.05","97.98","99.06","97.72","99.53","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected S-gene drop out (based on in silico analyses)","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5z5t","08.04.2022","Easydiagnosis","SARS-CoV-2 and Influenza A+B Antigen Combo Test Kit (Colloidal Gold)","SARS-CoV-2; Influenza A; Influenza B","Regulatory Achieved","China","Western Pacific","","CE-IVD","96.15","91.62","98.04","99.26","97.96","97.96","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wCx","02.04.2021","Edinburgh Genetics Limited","ActivXpress+ COVID-19 Antigen Complete Testing Kit","SARS-CoV-2","Regulatory Achieved","United Kingdom","Europe","http://eggenetics.com","CE-IVD","94.70","83.00","97.30","100.00","94.40","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wCy","02.04.2021","Edinburgh Genetics Limited","COVID-19 Antigen Detection Kit (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","United Kingdom","Europe","http://eggenetics.com","CE-IVD","92.60","","","98.60","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wBu","30.03.2021","Ellume","Ellume COVID-19 Home Test","SARS-CoV-2","Regulatory Achieved","Australia","Western Pacific","","US FDA EUA; Health Canada","96.00","","","100.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Mid-turbinate swab","15.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AuhlA","","Ellume","ellume.lab COVID Antigen Test","SARS-CoV-2","Regulatory Achieved","Australia","Western Pacific","https://www.ellumehealth.com/","US FDA EUA","81.80","65.60","91.40","100.00","93.60","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasal swab","","","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldN","01.02.2022","Empowered Diagnostics, llc","Covclear COVID-19 Rapid Antigen Test","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://empdx.net/","Health Canada; CE-IVD","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","","True Point of Care","Intended for self-testing (version available)","Nasal swab","3.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
